beer_link,rDev,user_rating,ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Name,Ranking,RatingCount,ReviewCount,Score,ScoreClass,Style,URL,pDev,Flavor,Hoppiness,Maltiness,Fruitiness,Body,Sweetness,Sour,spicy,bitter,Aroma_None,Aroma_caramel,Aroma_floral,Aroma_fruit,Custom Flavor_None,Custom Flavor_banana,Custom Flavor_brown sugar,Custom Flavor_burnt,Custom Flavor_caramel,Custom Flavor_chocolate,Custom Flavor_earthy,Custom Flavor_herbal,Custom Flavor_pumpkin,Custom Flavor_roasted,Custom Flavor_smoke,Custom Flavor_toasted,Custom Flavor_wheat,Color_amber,Color_black,Color_dark ,Color_gold,Color_pale
https://www.beeradvocate.com/beer/profile/31896/266422/,9.5,4.5,10.0,Rotating,Blackberry Farm Brewery,0.0,https://cdn.beeradvocate.com/im/beers/266422.jpg,"Tennessee, United States",Abbey Quad,12642.0,15,6,4.11,Exceptional,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/31896/266422/,6.57,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/31896/264732/,0.5,4,8.0,Rotating,Blackberry Farm Brewery,0.0,https://cdn.beeradvocate.com/im/beers/264732.jpg,"Tennessee, United States",1976,18849.0,11,4,3.98,Very Good,Saison / Farmhouse Ale,https://www.beeradvocate.com/beer/profile/31896/264732/,3.02,2,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/33901/307870/,0.2,4.25,11.0,Limited(brewedonce),Finback Brewery,0.0,https://cdn.beeradvocate.com/im/beers/307870.jpg,"New York, United States",High Contrast,6215.0,25,5,4.24,Exceptional,American Porter,https://www.beeradvocate.com/beer/profile/33901/307870/,3.3,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/22511/268886/,2.7,4.26,,Limited(brewedonce),Hill Farmstead Brewery,0.0,https://cdn.beeradvocate.com/im/beers/268886.jpg,"Vermont, United States",Civil Disobedience #19,1244.0,88,20,4.38,Outstanding,Saison / Farmhouse Ale,https://www.beeradvocate.com/beer/profile/22511/268886/,5.02,2,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/30437/284393/,9.1,4.19,6.5,Limited(brewedonce),Two Roads Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/284393.jpg,"Connecticut, United States",Brothers In Farms,21816.0,17,4,3.84,Very Good,Saison / Farmhouse Ale,https://www.beeradvocate.com/beer/profile/30437/284393/,13.02,2,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/26520/208346/,0.2,4.29,12.0,Rotating,Jack's Abby Brewing,0.0,https://cdn.beeradvocate.com/im/beers/208346.jpg,"Massachusetts, United States",Barrel Aged Framinghammer - Mole,1042.0,195,28,4.3,Outstanding,Baltic Porter,https://www.beeradvocate.com/beer/profile/26520/208346/,6.05,3,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/1170/290481/,2.8,4.23,6.1,Limited(brewedonce),Upland Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/290481.jpg,"Indiana, United States",Cherry,3950.0,30,6,4.35,Outstanding,American Wild Ale,https://www.beeradvocate.com/beer/profile/1170/290481/,5.98,3,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/32166/129589/,3.7,4.17,7.0,Summer,Griffin Claw Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/129589.jpg,"Michigan, United States",Undertow,11219.0,27,4,4.02,Exceptional,Saison / Farmhouse Ale,https://www.beeradvocate.com/beer/profile/32166/129589/,6.97,2,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/112/304036/,5.7,3.82,4.1,Rotating,North Coast Brewing Co.,0.0,https://cdn.beeradvocate.com/im/beers/304036.jpg,"California, United States",Berliner Weisse - Cranberry-Quince,10989.0,24,9,4.05,Exceptional,Berliner Weissbier,https://www.beeradvocate.com/beer/profile/112/304036/,7.16,2,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/1177/53683/,1.4,4.36,6.1,Rotating,Minneapolis Town Hall Brewery,0.0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Minnesota, United States",Three Hour Tour,359.0,301,89,4.42,Outstanding,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/1177/53683/,9.28,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/703/11434/,10.1,3.93,5.6,Winter,Erdinger Weissbräu,0.0,https://cdn.beeradvocate.com/im/beers/11434.jpg,Germany,Erdinger Schneeweisse,38309.0,126,52,3.57,Good,Hefeweizen,https://www.beeradvocate.com/beer/profile/703/11434/,13.45,2,1,0,2,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/105/1484/,10.1,1.86,5.9,Year-round,Miller Brewing Co.,3.27,https://cdn.beeradvocate.com/im/beers/1484.jpg,"Wisconsin, United States",Milwaukee's Best Ice,45350.0,680,214,2.07,Poor,American Adjunct Lager,https://www.beeradvocate.com/beer/profile/105/1484/,40.58,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.beeradvocate.com/beer/profile/107/5720/,17.8,3.71,5.0,Year-round,Millstream Brewing Company,1.88,https://cdn.beeradvocate.com/im/beers/5720.jpg,"Iowa, United States",Millstream German Pilsner,43948.0,82,48,3.15,Okay,German Pilsener,https://www.beeradvocate.com/beer/profile/107/5720/,18.73,2,2,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.beeradvocate.com/beer/profile/13307/306487/,1.1,3.75,3.7,Rotating,Mikkeller ApS,0.0,https://cdn.beeradvocate.com/im/beers/306487.jpg,Denmark,Hallo Ich Bin Berliner Weisse - Watermelon,27418.0,11,2,3.71,Good,Berliner Weissbier,https://www.beeradvocate.com/beer/profile/13307/306487/,10.24,2,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/13307/292099/,0.5,3.73,3.7,Rotating,Mikkeller ApS,0.0,https://cdn.beeradvocate.com/im/beers/292099.jpg,Denmark,Hallo Ich Bin Berliner Weisse Mango,27603.0,21,8,3.71,Good,Berliner Weissbier,https://www.beeradvocate.com/beer/profile/13307/292099/,8.89,2,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/12959/289253/,0.2,4.01,8.25,Rotating,Captain Lawrence Brewing Co.,0.0,https://cdn.beeradvocate.com/im/beers/289253.jpg,"New York, United States",Leaking Staves,17636.0,11,3,4.02,Exceptional,American Wild Ale,https://www.beeradvocate.com/beer/profile/12959/289253/,4.23,3,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/46299/283317/,3.9,4.25,4.0,Rotating,American Solera,0.0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Oklahoma, United States",Grissettastone,16393.0,10,1,4.09,Exceptional,Saison / Farmhouse Ale,https://www.beeradvocate.com/beer/profile/46299/283317/,3.67,2,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/33111/124153/,5.4,3.74,5.5,Year-round,Carneros Brewing Company,0.0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States",Jefeweizen,31928.0,11,1,3.55,Good,Hefeweizen,https://www.beeradvocate.com/beer/profile/33111/124153/,9.58,2,1,0,2,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/19866/123975/,11.8,4.25,4.75,Rotating,Upright Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/123975.jpg,"Oregon, United States",Saison Vert,22235.0,27,6,3.8,Very Good,Saison / Farmhouse Ale,https://www.beeradvocate.com/beer/profile/19866/123975/,10.0,2,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/31573/270172/,4.2,4.25,8.0,Year-round,Blacklist Artisan Ales,0.0,https://cdn.beeradvocate.com/im/beers/270172.jpg,"Minnesota, United States",Dark,14666.0,13,8,4.08,Exceptional,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/31573/270172/,6.86,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/28255/248970/,4.3,3.6,9.1,Fall,Buffalo Bayou Brewing Co,0.0,https://cdn.beeradvocate.com/im/beers/248970.jpg,"Texas, United States",Tropikal Rotundone,25942.0,10,2,3.76,Very Good,Saison / Farmhouse Ale,https://www.beeradvocate.com/beer/profile/28255/248970/,11.7,2,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/40927/215370/,0.7,4.12,4.3,Rotating,Bruery Terreux,0.0,https://cdn.beeradvocate.com/im/beers/215370.jpg,"California, United States",Frucht: Passion Fruit,3740.0,121,28,4.09,Exceptional,Berliner Weissbier,https://www.beeradvocate.com/beer/profile/40927/215370/,7.58,2,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/13307/306486/,4.6,3.73,3.7,Rotating,Mikkeller ApS,0.0,https://cdn.beeradvocate.com/im/beers/306486.jpg,Denmark,Hallo Ich Bin Berliner Weisse - Pineapple,20198.0,13,4,3.91,Very Good,Berliner Weissbier,https://www.beeradvocate.com/beer/profile/13307/306486/,8.7,2,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/1199/47658/,2.4,4.56,11.7,Rotating,Founders Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/47658.jpg,"Michigan, United States",CBS (Canadian Breakfast Stout),12.0,5182,1201,4.67,World-Class,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/1199/47658/,8.35,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/764/2318/,1.7,3.48,5.5,Year-round,Blue Point Brewing Company,3.21,https://cdn.beeradvocate.com/im/beers/2318.jpg,"New York, United States",Blue Point Toasted Lager,40793.0,1788,508,3.54,Good,American Amber / Red Lager,https://www.beeradvocate.com/beer/profile/764/2318/,13.56,2,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/23200/211059/,2.8,3.81,6.0,Rotating,Knee Deep Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/211059.jpg,"California, United States",Stoutella,8230.0,127,35,3.92,Very Good,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/23200/211059/,8.16,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/863/310943/,6.9,4.32,4.5,Limited(brewedonce),Russian River Brewing Company,0.0,https://cdn.beeradvocate.com/im/beers/310943.jpg,"California, United States",Sonoma Pride,17036.0,11,2,4.04,Exceptional,American Blonde Ale,https://www.beeradvocate.com/beer/profile/863/310943/,5.45,2,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/98/253734/,3.5,3.58,4.9,Winter,Harpoon Brewery & Beer Hall,0.0,https://cdn.beeradvocate.com/im/beers/253734.jpg,"Massachusetts, United States",UFO Winter Blonde Vanilla Cold Brew Ale,27918.0,62,17,3.71,Good,American Blonde Ale,https://www.beeradvocate.com/beer/profile/98/253734/,12.67,2,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/34772/129622/,7.7,3.78,4.0,Year-round,LTD Brewing Co.,0.0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Minnesota, United States",Lil' Night Terror,33582.0,13,1,3.51,Good,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/34772/129622/,25.64,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/35996/218084/,4.9,4.07,5.7,Rotating,Fair State Brewing Cooperative,0.0,https://cdn.beeradvocate.com/im/beers/218084.jpg,"Minnesota, United States",Raspberry Roselle,5786.0,24,4,4.28,Outstanding,American Wild Ale,https://www.beeradvocate.com/beer/profile/35996/218084/,4.91,3,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/2321/75742/,4.4,3.81,8.1,Rotating,Craftsman Brewing Co.,0.0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States",Acorn Saison,30690.0,24,7,3.65,Good,Saison / Farmhouse Ale,https://www.beeradvocate.com/beer/profile/2321/75742/,10.96,2,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/21651/54885/,5.1,3.74,5.7,Year-round,Eagle Rock Brewery,0.0,https://cdn.beeradvocate.com/im/beers/54885.jpg,"California, United States",Manifesto,37761.0,73,19,3.56,Good,Witbier,https://www.beeradvocate.com/beer/profile/21651/54885/,10.67,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https://www.beeradvocate.com/beer/profile/38745/220702/,7.1,3.81,7.9,Rotating,Fieldwork Brewing Co.,0.0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"California, United States",Hors De Saison,16148.0,10,1,4.1,Exceptional,Saison / Farmhouse Ale,https://www.beeradvocate.com/beer/profile/38745/220702/,9.76,2,0,0,3,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/15237/41690/,1.2,4.25,10.0,Rotating,De Struise Brouwers,0.0,https://cdn.beeradvocate.com/im/beers/41690.jpg,Belgium,Pannepot Grand Reserva,661.0,649,251,4.3,Outstanding,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/15237/41690/,9.77,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/268/84089/,1.9,4.4,11.0,Rotating,Huisbrouwerij De Halve Maan,0.0,https://cdn.beeradvocate.com/im/beers/84089.jpg,Belgium,Straffe Hendrik Heritage,958.0,185,42,4.32,Outstanding,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/268/84089/,8.56,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/285/141842/,0.5,4.06,14.0,Rotating,Brauerei Schloss Eggenberg,0.0,https://cdn.beeradvocate.com/im/beers/141842.jpg,Austria,Samichlaus Barrique,10799.0,26,7,4.04,Exceptional,Doppelbock,https://www.beeradvocate.com/beer/profile/285/141842/,10.64,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/681/20714/,3.4,4.31,10.0,Year-round,Brasserie de l'Abbaye des Rocs s.a.,0.0,https://cdn.beeradvocate.com/im/beers/20714.jpg,Belgium,Brasserie Des Rocs Triple ImpÃ©riale,1608.0,478,349,4.17,Exceptional,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/681/20714/,12.23,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/739/48988/,4.1,3.75,9.0,Rotating,Brouwerij De Ranke,0.0,https://cdn.beeradvocate.com/im/beers/48988.jpg,Belgium,Noir De Dottignies,7823.0,279,114,3.91,Very Good,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/739/48988/,9.97,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/3521/26511/,14.0,4.23,10.0,Year-round,De Proefbrouwerij (bvba Andelot),4.2,https://cdn.beeradvocate.com/im/beers/26511.jpg,Belgium,Lozen Boer,28143.0,125,79,3.71,Good,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/3521/26511/,16.17,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/42/287588/,0.9,4.3,11.5,Limited(brewedonce),Brewery Ommegang,0.0,https://cdn.beeradvocate.com/im/beers/287588.jpg,"New York, United States",20th Anniversary Ale 2017,4435.0,35,14,4.26,Outstanding,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/42/287588/,7.28,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/16790/50699/,10.0,3.77,9.0,Rotating,Brouwerij De Dochter van de Korenaar,4.8,https://cdn.beeradvocate.com/im/beers/50699.jpg,Belgium,Embrasse,1713.0,215,85,4.19,Exceptional,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/16790/50699/,10.02,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/388/21683/,4.4,4.55,5.0,Spring,Brasserie Cantillon,0.0,https://cdn.beeradvocate.com/im/beers/21683.jpg,Belgium,Cantillon CuvÃ©e Des Champions,356.0,1269,279,4.36,Outstanding,Gueuze,https://www.beeradvocate.com/beer/profile/388/21683/,7.8,2,0,0,3,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
