beer_link,rDev,user_rating,ABV,Availaility,Brewer,BrosScore,ImageLink,Location,Name,Ranking,RatingCount,ReviewCount,Score,good,ScoreClass,Style,URL,pDev,Flavor,Hoppiness,Maltiness,Fruitiness,Body,Sweetness,Sour,spicy,bitter,Aroma_None,Aroma_caramel,Aroma_floral,Aroma_fruit,Custom Flavor_None,Custom Flavor_banana,Custom Flavor_brown sugar,Custom Flavor_burnt,Custom Flavor_caramel,Custom Flavor_chocolate,Custom Flavor_earthy,Custom Flavor_herbal,Custom Flavor_pumpkin,Custom Flavor_roasted,Custom Flavor_smoke,Custom Flavor_toasted,Custom Flavor_wheat,Color_amber,Color_black,Color_dark ,Color_gold,Color_pale
https://www.beeradvocate.com/beer/profile/199/48505/,0.7,4.42,10,Rotating,Ballast Point Brewing Company,0,https://cdn.beeradvocate.com/im/beers/48505.jpg,"California, United States",Victory At Sea Imperial Porter with Coffee & Vanilla,252,6969,1452,4.39,good,Outstanding,American Porter,https://www.beeradvocate.com/beer/profile/199/48505/,8.66,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/22893/73618/,0.5,4.35,11.8,Rotating,Epic Brewing Company,4.33,https://cdn.beeradvocate.com/im/beers/73618.jpg,"Utah, United States",Big Bad Baptist,300,3812,644,4.37,good,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/22893/73618/,8.47,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/24300/80291/,0,4.35,11.5,Rotating,Evil Twin Brewing,0,https://cdn.beeradvocate.com/im/beers/80291.jpg,"New York, United States",Imperial Biscotti Break,342,4351,653,4.35,good,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/24300/80291/,8.28,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/392/89345/,4.4,4.53,12.7,Spring,Weyerbacher Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/89345.jpg,"Pennsylvania, United States",Sunday Morning Stout,387,2072,418,4.34,good,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/392/89345/,7.37,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/1432/254269/,3.5,4.49,11,Winter,Jackie O's Pub & Brewery,0,https://cdn.beeradvocate.com/im/beers/254269.jpg,"Ohio, United States",Bourbon Barrel Vanilla Black Maple,1577,84,20,4.34,good,Outstanding,American Porter,https://www.beeradvocate.com/beer/profile/1432/254269/,7.83,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/147/128500/,1.6,4.41,8.1,Rotating,Stone Brewing,4.74,https://cdn.beeradvocate.com/im/beers/128500.jpg,"California, United States",Chris Banker / Insurgente / Stone Xocoveza,373,3969,693,4.34,good,Outstanding,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/147/128500/,9.22,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/72/224/,0.5,4.35,8.2,Year-round,Weisses Brí€Œ_uhaus G. Schneider & Sohn GmbH,4.27,https://cdn.beeradvocate.com/im/beers/224.jpg,Germany,Schneider Weisse Tap 6 Unser Aventinus,399,4554,2162,4.33,good,Outstanding,Weizenbock,https://www.beeradvocate.com/beer/profile/72/224/,9.7,2,0,2,3,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/22/34/,1.9,4.24,9,Year-round,Unibroue,4.83,https://cdn.beeradvocate.com/im/beers/34.jpg,"Quebec, Canada",La Fin Du Monde,428,10163,3008,4.32,good,Outstanding,Tripel,https://www.beeradvocate.com/beer/profile/22/34/,11.34,2,1,3,1,1,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/208/646/,5.6,4.54,9.5,Year-round,Brouwerij Westmalle,4.86,https://cdn.beeradvocate.com/im/beers/646.jpg,Belgium,Westmalle Trappist Tripel,524,4605,1765,4.3,good,Outstanding,Tripel,https://www.beeradvocate.com/beer/profile/208/646/,10,2,1,3,1,1,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/26/174523/,2.8,4.42,7.7,Rotating,3 Floyds Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/174523.jpg,"Indiana, United States",Wigsplitter,673,604,112,4.3,good,Outstanding,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/26/174523/,7.44,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/215/2512/,1.2,4.35,9,Year-round,Bií€ŒÂres de Chimay,4,https://cdn.beeradvocate.com/im/beers/2512.jpg,Belgium,Chimay Grande Rí€Œ©serve (Blue),516,7868,2388,4.3,good,Outstanding,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/215/2512/,10.47,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/1199/64550/,4,4.46,9,Rotating,Founders Brewing Company,0,https://cdn.beeradvocate.com/im/beers/64550.jpg,"Michigan, United States",Founders Sumatra Mountain Brown,604,1571,385,4.29,good,Outstanding,American Brown Ale,https://www.beeradvocate.com/beer/profile/1199/64550/,7.23,2,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/31042/138189/,1.4,4.35,8.5,Rotating,18th Street Brewery,0,https://cdn.beeradvocate.com/im/beers/138189.jpg,"Indiana, United States",Hunter Vanilla,798,413,52,4.29,good,Outstanding,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/31042/138189/,7.46,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/24300/81067/,1.4,4.35,12,Rotating,Evil Twin Brewing,0,https://cdn.beeradvocate.com/im/beers/81067.jpg,"New York, United States",Even More Jesus,591,2033,411,4.29,good,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/24300/81067/,8.39,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/199/302060/,1.2,4.34,12,Rotating,Ballast Point Brewing Company,0,https://cdn.beeradvocate.com/im/beers/302060.jpg,"California, United States",High West Barrel Aged Victory At Sea,884,311,105,4.29,good,Outstanding,American Porter,https://www.beeradvocate.com/beer/profile/199/302060/,5.59,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/20681/78906/,10.7,3.83,6,Year-round,Maine Beer Company,0,https://cdn.beeradvocate.com/im/beers/78906.jpg,"Maine, United States",MO,580,3263,477,4.29,good,Outstanding,American Pale Ale (APA),https://www.beeradvocate.com/beer/profile/20681/78906/,8.16,2,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/252/35625/,0,4.28,7.7,Winter,Bayerische Staatsbrauerei Weihenstephan,4.08,https://cdn.beeradvocate.com/im/beers/35625.jpg,Germany,Weihenstephaner Vitus,619,3532,1225,4.28,good,Outstanding,Weizenbock,https://www.beeradvocate.com/beer/profile/252/35625/,8.88,2,0,2,3,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.beeradvocate.com/beer/profile/28178/77708/,2.1,4.19,8,Year-round,Pipeworks Brewing Company,0,https://cdn.beeradvocate.com/im/beers/77708.jpg,"Illinois, United States",Ninja Vs. Unicorn,637,2404,386,4.28,good,Outstanding,American Double / Imperial IPA,https://www.beeradvocate.com/beer/profile/28178/77708/,7.71,3,3,3,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/911/2899/,6.5,4,7.1,Year-round,Klosterbrauerei Andechs,0,https://cdn.beeradvocate.com/im/beers/2899.jpg,Germany,Andechser Doppelbock Dunkel,682,1157,479,4.28,good,Outstanding,Doppelbock,https://www.beeradvocate.com/beer/profile/911/2899/,9.81,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/158/42723/,1.2,4.22,9.5,Spring,Great Divide Brewing Company,0,https://cdn.beeradvocate.com/im/beers/42723.jpg,"Colorado, United States",Espresso Oak Aged Yeti Imperial Stout,667,3766,1067,4.27,good,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/158/42723/,9.37,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/14879/118321/,1.4,4.21,6.2,Rotating,Hoppin' Frog Brewery,0,https://cdn.beeradvocate.com/im/beers/118321.jpg,"Ohio, United States",Tower Tuesday Series: Infusion A - Coffee Porter,1251,187,36,4.27,good,Outstanding,American Porter,https://www.beeradvocate.com/beer/profile/14879/118321/,7.49,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/22951/286412/,2.1,4.18,11.5,Limited(brewedonce),Clown Shoes,0,https://cdn.beeradvocate.com/im/beers/286412.jpg,"Massachusetts, United States",Crasher In The Rye 2017,2566,65,22,4.27,good,Outstanding,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/22951/286412/,5.85,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/287/1093/,4,4.1,7,Year-round,"Bell's Brewery, Inc.",4.02,https://cdn.beeradvocate.com/im/beers/1093.jpg,"Michigan, United States",Two Hearted Ale,654,14555,3603,4.27,good,Outstanding,American IPA,https://www.beeradvocate.com/beer/profile/287/1093/,10.77,2,3,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/63/60330/,2.1,4.35,6.4,Year-round,Deschutes Brewery,4.34,https://cdn.beeradvocate.com/im/beers/60330.jpg,"Oregon, United States",Fresh Squeezed IPA,714,5150,733,4.26,good,Outstanding,American IPA,https://www.beeradvocate.com/beer/profile/63/60330/,9.15,2,3,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/3818/40058/,2.1,4.35,10,Rotating,Southern Tier Brewing Company,0,https://cdn.beeradvocate.com/im/beers/40058.jpg,"New York, United States",Choklat (Blackwater Series),713,5300,1600,4.26,good,Outstanding,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/3818/40058/,10.8,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/423/43670/,0.9,4.3,11.8,Rotating,Boulevard Brewing Co.,4.5,https://cdn.beeradvocate.com/im/beers/43670.jpg,"Missouri, United States",Bourbon Barrel Quad Barrel-Aged Ale (BBQ),738,2532,717,4.26,bad,Outstanding,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/423/43670/,10.33,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/252/808/,2.4,4.35,5.3,Year-round,Bayerische Staatsbrauerei Weihenstephan,4.73,https://cdn.beeradvocate.com/im/beers/808.jpg,Germany,Weihenstephaner Hefeweissbier Dunkel,786,3042,1130,4.25,bad,Outstanding,Dunkelweizen,https://www.beeradvocate.com/beer/profile/252/808/,10.12,2,0,2,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/26/39/,0.9,4.29,6.66,Year-round,3 Floyds Brewing Co.,4.23,https://cdn.beeradvocate.com/im/beers/39.jpg,"Indiana, United States",Alpha King,762,6564,1860,4.25,bad,Outstanding,American Pale Ale (APA),https://www.beeradvocate.com/beer/profile/26/39/,8.94,2,2,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/1199/7348/,0.7,4.28,6.5,Year-round,Founders Brewing Company,4.23,https://cdn.beeradvocate.com/im/beers/7348.jpg,"Michigan, United States",Founders Porter,759,7491,1666,4.25,bad,Outstanding,American Porter,https://www.beeradvocate.com/beer/profile/1199/7348/,9.18,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/16057/132158/,1.4,4.3,9.4,Rotating,Maui Brewing Co.,0,https://cdn.beeradvocate.com/im/beers/132158.jpg,"Hawaii, United States",Imperial Coconut Porter,1429,199,35,4.24,bad,Exceptional,American Porter,https://www.beeradvocate.com/beer/profile/16057/132158/,8.73,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/212/103923/,1.2,4.19,11,Winter,Brouwerij Van Honsebrouck N.V.,0,https://cdn.beeradvocate.com/im/beers/103923.jpg,Belgium,Kasteel Winter,1292,248,58,4.24,bad,Exceptional,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/212/103923/,10.14,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/31042/92662/,1.4,4.18,8,Rotating,18th Street Brewery,0,https://cdn.beeradvocate.com/im/beers/92662.jpg,"Indiana, United States",Hunter,1250,271,42,4.24,bad,Exceptional,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/31042/92662/,7.08,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/259/39286/,0.2,4.24,10,Winter,Brouwerij St. Bernardus NV,4,https://cdn.beeradvocate.com/im/beers/39286.jpg,Belgium,St. Bernardus Christmas Ale,908,2275,737,4.23,bad,Exceptional,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/259/39286/,8.98,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/22/30/,1.2,4.18,9,Year-round,Unibroue,4.5,https://cdn.beeradvocate.com/im/beers/30.jpg,"Quebec, Canada",Trois Pistoles,877,5002,2038,4.23,bad,Exceptional,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/22/30/,10.87,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/220/52077/,1.7,4.16,8.5,Rotating,Lagunitas Brewing Company,0,https://cdn.beeradvocate.com/im/beers/52077.jpg,"California, United States",A Little Sumpin' Extra! Ale,893,2958,602,4.23,bad,Exceptional,American Double / Imperial IPA,https://www.beeradvocate.com/beer/profile/220/52077/,8.51,3,3,3,0,2,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/610/3158/,0.7,4.25,8,Year-round,Bear Republic Brewing Co.,4.59,https://cdn.beeradvocate.com/im/beers/3158.jpg,"California, United States",Hop Rod Rye,941,4725,2080,4.22,bad,Exceptional,American IPA,https://www.beeradvocate.com/beer/profile/610/3158/,9.72,2,3,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/29599/121568/,5.7,4.45,6.7,Year-round,JAFB Wooster Brewery,0,https://cdn.beeradvocate.com/im/placeholder-beer.jpg,"Ohio, United States",Wooster New Stout,9205,17,5,4.21,bad,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/29599/121568/,5.94,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/212/175025/,3.3,4.35,11,Year-round,Brouwerij Van Honsebrouck N.V.,0,https://cdn.beeradvocate.com/im/beers/175025.jpg,Belgium,Kasteel Barista Chocolate Quad Belgian Ale,1291,425,114,4.21,bad,Exceptional,Quadrupel (Quad),https://www.beeradvocate.com/beer/profile/212/175025/,9.74,3,0,3,2,3,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.beeradvocate.com/beer/profile/811/197879/,1,4.25,8,Fall,Highland Brewing,0,https://cdn.beeradvocate.com/im/beers/197879.jpg,"North Carolina, United States",Black Watch Double Chocolate Milk Stout,2849,78,21,4.21,bad,Exceptional,Milk / Sweet Stout,https://www.beeradvocate.com/beer/profile/811/197879/,5.23,2,0,2,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/3818/49286/,1,4.25,10,Rotating,Southern Tier Brewing Company,4,https://cdn.beeradvocate.com/im/beers/49286.jpg,"New York, United States",Mokah,1035,2329,745,4.21,bad,Exceptional,American Double / Imperial Stout,https://www.beeradvocate.com/beer/profile/3818/49286/,10.45,2,2,2,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/113/571/,0.5,4.19,5,Year-round,Samuel Smith Old Brewery (Tadcaster),4.24,https://cdn.beeradvocate.com/im/beers/571.jpg,"England, United Kingdom",Samuel Smith's Oatmeal Stout,994,6725,2302,4.21,bad,Exceptional,Oatmeal Stout,https://www.beeradvocate.com/beer/profile/113/571/,11.16,2,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/1432/41017/,3.6,4.35,6.5,Rotating,Jackie O's Pub & Brewery,0,https://cdn.beeradvocate.com/im/beers/41017.jpg,"Ohio, United States",Java The Stout,1642,241,58,4.2,bad,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/1432/41017/,8.81,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/681/26277/,2.6,4.31,9,Year-round,Brasserie de l'Abbaye des Rocs s.a.,0,https://cdn.beeradvocate.com/im/beers/26277.jpg,Belgium,Abbaye Des Rocs Grand Cru Belgian Special Brown,1224,743,517,4.2,bad,Exceptional,Belgian Strong Dark Ale,https://www.beeradvocate.com/beer/profile/681/26277/,10.48,3,1,2,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/1141/10330/,1.7,4.27,6.5,Rotating,Brasserie Dieu du Ciel!,0,https://cdn.beeradvocate.com/im/beers/10330.jpg,"Quebec, Canada",Aphrodisiaque,1129,1674,636,4.2,bad,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/1141/10330/,8.81,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/252/779/,1.2,4.25,7.4,Winter,Bayerische Staatsbrauerei Weihenstephan,4.05,https://cdn.beeradvocate.com/im/beers/779.jpg,Germany,Weihenstephaner Korbinian,1096,2710,1250,4.2,bad,Exceptional,Doppelbock,https://www.beeradvocate.com/beer/profile/252/779/,9.05,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
https://www.beeradvocate.com/beer/profile/63/197/,0.2,4.21,6.4,Year-round,Deschutes Brewery,4.7,https://cdn.beeradvocate.com/im/beers/197.jpg,"Oregon, United States",Obsidian Stout,1082,3925,1161,4.2,bad,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/63/197/,9.52,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/23737/215343/,0.5,4.18,8,Rotating,Rockmill Brewery,0,https://cdn.beeradvocate.com/im/beers/215343.jpg,"Ohio, United States",Rugged Expanse,13835,10,6,4.2,bad,Exceptional,American Stout,https://www.beeradvocate.com/beer/profile/23737/215343/,5.95,2,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
https://www.beeradvocate.com/beer/profile/26/9478/,1.9,4.12,5.6,Year-round,3 Floyds Brewing Co.,3.7,https://cdn.beeradvocate.com/im/beers/9478.jpg,"Indiana, United States",Gumballhead,1069,5912,1568,4.2,bad,Exceptional,American Pale Wheat Ale,https://www.beeradvocate.com/beer/profile/26/9478/,10.24,2,1,1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
