,names,style,url,urlHack
5462,Pavlov's Dog,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/12142/197065/,https://www.beeradvocate.com/beer/profile/12142/197065/ 
5463,Red Rover,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/33824/320969/,https://www.beeradvocate.com/beer/profile/33824/320969/ 
5464,Feight,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/28784/111566/,https://www.beeradvocate.com/beer/profile/28784/111566/ 
5465,Free Speech Red Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/29402/242642/,https://www.beeradvocate.com/beer/profile/29402/242642/ 
5466,Anthracite Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/19304/49367/,https://www.beeradvocate.com/beer/profile/19304/49367/ 
5467,Denim Downhill,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/17282/306918/,https://www.beeradvocate.com/beer/profile/17282/306918/ 
5468,Dragon Red Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/3570/35048/,https://www.beeradvocate.com/beer/profile/3570/35048/ 
5469,Scarlet Fever,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/30750/90092/,https://www.beeradvocate.com/beer/profile/30750/90092/ 
5470,Red Barn Amber Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/18591/48367/,https://www.beeradvocate.com/beer/profile/18591/48367/ 
5471,46 Star Oklahoma Amber Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/680/92400/,https://www.beeradvocate.com/beer/profile/680/92400/ 
5472,Aurora Amber,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/31865/112369/,https://www.beeradvocate.com/beer/profile/31865/112369/ 
5473,Falls Tannin,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/5156/34290/,https://www.beeradvocate.com/beer/profile/5156/34290/ 
5474,Jane Rae's Amber Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/46527/248062/,https://www.beeradvocate.com/beer/profile/46527/248062/ 
5475,Bazelet Amber Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/18537/66566/,https://www.beeradvocate.com/beer/profile/18537/66566/ 
5476,Hammerhead Red Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/9863/31500/,https://www.beeradvocate.com/beer/profile/9863/31500/ 
5477,#019 Electroshock TherHopy,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/33205/189197/,https://www.beeradvocate.com/beer/profile/33205/189197/ 
5478,Apex Amber,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/31705/94480/,https://www.beeradvocate.com/beer/profile/31705/94480/ 
5479,DaDo Bier Red Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/10309/40720/,https://www.beeradvocate.com/beer/profile/10309/40720/ 
5480,Dead Red,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/35883/190738/,https://www.beeradvocate.com/beer/profile/35883/190738/ 
5481,Indian Red Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/5411/39189/,https://www.beeradvocate.com/beer/profile/5411/39189/ 
5482,Tail Waggin' Amber Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/9823/35611/,https://www.beeradvocate.com/beer/profile/9823/35611/ 
5483,Grizzly Bear Red Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/910/118302/,https://www.beeradvocate.com/beer/profile/910/118302/ 
5484,Big & Tall #2,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/23966/105247/,https://www.beeradvocate.com/beer/profile/23966/105247/ 
5485,St James IRA,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/44538/217890/,https://www.beeradvocate.com/beer/profile/44538/217890/ 
5486,Amber,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/1334/5927/,https://www.beeradvocate.com/beer/profile/1334/5927/ 
5487,Jukebox Jazz,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/29819/109351/,https://www.beeradvocate.com/beer/profile/29819/109351/ 
5488,Gnarl,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/21497/308007/,https://www.beeradvocate.com/beer/profile/21497/308007/ 
5489,Amber Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/29487/107049/,https://www.beeradvocate.com/beer/profile/29487/107049/ 
5490,Red Necktar,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/29111/90411/,https://www.beeradvocate.com/beer/profile/29111/90411/ 
5491,Get To The Choppa,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/30321/176683/,https://www.beeradvocate.com/beer/profile/30321/176683/ 
5492,Red Galaxy,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/34607/153904/,https://www.beeradvocate.com/beer/profile/34607/153904/ 
5493,India Red Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/32013/119860/,https://www.beeradvocate.com/beer/profile/32013/119860/ 
5494,Rebellion Red Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/11591/135222/,https://www.beeradvocate.com/beer/profile/11591/135222/ 
5495,Galaxy And The 7-C's,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/43612/215352/,https://www.beeradvocate.com/beer/profile/43612/215352/ 
5496,Velvet Amber,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/742/25401/,https://www.beeradvocate.com/beer/profile/742/25401/ 
5497,Autohelm,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/23639/152122/,https://www.beeradvocate.com/beer/profile/23639/152122/ 
5498,Henry Hudson's Bale House Ale,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/391/58432/,https://www.beeradvocate.com/beer/profile/391/58432/ 
5499,HATER,American Amber / Red Ale,https://www.beeradvocate.com/beer/profile/1337/74561/,https://www.beeradvocate.com/beer/profile/1337/74561/ 
5500,Alamo Golden Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/7059/13523/,https://www.beeradvocate.com/beer/profile/7059/13523/ 
5501,Hoppy Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/192/214611/,https://www.beeradvocate.com/beer/profile/192/214611/ 
5502,NOLA Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/18854/46935/,https://www.beeradvocate.com/beer/profile/18854/46935/ 
5503,Labatt Canadian Ale / Labatt 50,American Blonde Ale,https://www.beeradvocate.com/beer/profile/478/1835/,https://www.beeradvocate.com/beer/profile/478/1835/ 
5504,Peacemaker Extra Pale Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/25667/69447/,https://www.beeradvocate.com/beer/profile/25667/69447/ 
5505,Cougar,American Blonde Ale,https://www.beeradvocate.com/beer/profile/31995/101476/,https://www.beeradvocate.com/beer/profile/31995/101476/ 
5506,Cooperstown Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/42/121975/,https://www.beeradvocate.com/beer/profile/42/121975/ 
5507,Cougar Bait American Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/28188/77753/,https://www.beeradvocate.com/beer/profile/28188/77753/ 
5508,Cascade Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/63/194/,https://www.beeradvocate.com/beer/profile/63/194/ 
5509,Morgazm Grapefruit Zested Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1924/120842/,https://www.beeradvocate.com/beer/profile/1924/120842/ 
5510,Premium,American Blonde Ale,https://www.beeradvocate.com/beer/profile/22150/77284/,https://www.beeradvocate.com/beer/profile/22150/77284/ 
5511,5 Rabbit,American Blonde Ale,https://www.beeradvocate.com/beer/profile/25544/68714/,https://www.beeradvocate.com/beer/profile/25544/68714/ 
5512,Mission Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/16393/41938/,https://www.beeradvocate.com/beer/profile/16393/41938/ 
5513,Gritty McDuff's Vacationland Summer Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/74/9557/,https://www.beeradvocate.com/beer/profile/74/9557/ 
5514,Double Bean Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/583/192819/,https://www.beeradvocate.com/beer/profile/583/192819/ 
5515,Whizbang Hoppy Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/192/246979/,https://www.beeradvocate.com/beer/profile/192/246979/ 
5516,Bailey's Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/261/1440/,https://www.beeradvocate.com/beer/profile/261/1440/ 
5517,Mill Street Stock Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/3760/24454/,https://www.beeradvocate.com/beer/profile/3760/24454/ 
5518,Single Speed,American Blonde Ale,https://www.beeradvocate.com/beer/profile/27870/100315/,https://www.beeradvocate.com/beer/profile/27870/100315/ 
5519,Summer Session Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/19897/61240/,https://www.beeradvocate.com/beer/profile/19897/61240/ 
5520,Genesee 12 Horse Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/302/844/,https://www.beeradvocate.com/beer/profile/302/844/ 
5521,Entwined Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/423/121920/,https://www.beeradvocate.com/beer/profile/423/121920/ 
5522,Barstool American Golden Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/30340/89435/,https://www.beeradvocate.com/beer/profile/30340/89435/ 
5523,Whitetail Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1805/5019/,https://www.beeradvocate.com/beer/profile/1805/5019/ 
5524,Buffalo Gold Premium Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/130/5088/,https://www.beeradvocate.com/beer/profile/130/5088/ 
5525,Pick Axe Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/9513/21977/,https://www.beeradvocate.com/beer/profile/9513/21977/ 
5526,Three Beaches Honey Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/784/31626/,https://www.beeradvocate.com/beer/profile/784/31626/ 
5527,Red Brick Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/864/25363/,https://www.beeradvocate.com/beer/profile/864/25363/ 
5528,CAVU,American Blonde Ale,https://www.beeradvocate.com/beer/profile/26990/115673/,https://www.beeradvocate.com/beer/profile/26990/115673/ 
5529,Oval Beach Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/11814/35501/,https://www.beeradvocate.com/beer/profile/11814/35501/ 
5530,Melt My Brain,American Blonde Ale,https://www.beeradvocate.com/beer/profile/9629/170772/,https://www.beeradvocate.com/beer/profile/9629/170772/ 
5531,Provider,American Blonde Ale,https://www.beeradvocate.com/beer/profile/26565/73417/,https://www.beeradvocate.com/beer/profile/26565/73417/ 
5532,Saint Of Circumstance,American Blonde Ale,https://www.beeradvocate.com/beer/profile/32763/101601/,https://www.beeradvocate.com/beer/profile/32763/101601/ 
5533,Shiner Strawberry Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/143/182445/,https://www.beeradvocate.com/beer/profile/143/182445/ 
5534,Mission St. Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/562/43074/,https://www.beeradvocate.com/beer/profile/562/43074/ 
5535,St. Pete Beach Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/33476/107095/,https://www.beeradvocate.com/beer/profile/33476/107095/ 
5536,Wowee Zowee,American Blonde Ale,https://www.beeradvocate.com/beer/profile/9629/82646/,https://www.beeradvocate.com/beer/profile/9629/82646/ 
5537,Bonito Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/199/267575/,https://www.beeradvocate.com/beer/profile/199/267575/ 
5538,Daybreak,American Blonde Ale,https://www.beeradvocate.com/beer/profile/31272/94053/,https://www.beeradvocate.com/beer/profile/31272/94053/ 
5539,Summer Squeeze,American Blonde Ale,https://www.beeradvocate.com/beer/profile/43/69209/,https://www.beeradvocate.com/beer/profile/43/69209/ 
5540,Horny Toad Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/19456/50098/,https://www.beeradvocate.com/beer/profile/19456/50098/ 
5541,Ipswich Summer Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/162/10274/,https://www.beeradvocate.com/beer/profile/162/10274/ 
5542,Send Help,American Blonde Ale,https://www.beeradvocate.com/beer/profile/27870/166222/,https://www.beeradvocate.com/beer/profile/27870/166222/ 
5543,Crosswind Pale Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/22439/58677/,https://www.beeradvocate.com/beer/profile/22439/58677/ 
5544,Day Of The Dead Beer (Cerveza De Los Muertos) Death Rides A Pale Horse,American Blonde Ale,https://www.beeradvocate.com/beer/profile/11174/97965/,https://www.beeradvocate.com/beer/profile/11174/97965/ 
5545,Old Capital,American Blonde Ale,https://www.beeradvocate.com/beer/profile/6980/20894/,https://www.beeradvocate.com/beer/profile/6980/20894/ 
5546,Hyve Honey Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1416/48574/,https://www.beeradvocate.com/beer/profile/1416/48574/ 
5547,Blues' Golden Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/20688/60135/,https://www.beeradvocate.com/beer/profile/20688/60135/ 
5548,California Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1627/4558/,https://www.beeradvocate.com/beer/profile/1627/4558/ 
5549,Isabella Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/14064/35606/,https://www.beeradvocate.com/beer/profile/14064/35606/ 
5550,Cape Cod Beach Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/9602/61249/,https://www.beeradvocate.com/beer/profile/9602/61249/ 
5551,Nine Man Ale Golden Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/60/175/,https://www.beeradvocate.com/beer/profile/60/175/ 
5552,Towhead,American Blonde Ale,https://www.beeradvocate.com/beer/profile/24880/79579/,https://www.beeradvocate.com/beer/profile/24880/79579/ 
5553,Suzy B,American Blonde Ale,https://www.beeradvocate.com/beer/profile/32543/98623/,https://www.beeradvocate.com/beer/profile/32543/98623/ 
5554,Old Faithful Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/413/4935/,https://www.beeradvocate.com/beer/profile/413/4935/ 
5555,Sprung,American Blonde Ale,https://www.beeradvocate.com/beer/profile/19897/67579/,https://www.beeradvocate.com/beer/profile/19897/67579/ 
5556,The Big O,American Blonde Ale,https://www.beeradvocate.com/beer/profile/16386/42591/,https://www.beeradvocate.com/beer/profile/16386/42591/ 
5557,30A Beach Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/25900/115817/,https://www.beeradvocate.com/beer/profile/25900/115817/ 
5558,Lemon Meringue Pie,American Blonde Ale,https://www.beeradvocate.com/beer/profile/31805/232275/,https://www.beeradvocate.com/beer/profile/31805/232275/ 
5559,Portsmouth Dirty Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/596/43242/,https://www.beeradvocate.com/beer/profile/596/43242/ 
5560,Sticky Treats,American Blonde Ale,https://www.beeradvocate.com/beer/profile/31805/92201/,https://www.beeradvocate.com/beer/profile/31805/92201/ 
5561,Harlem Sugar Hill Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1484/3944/,https://www.beeradvocate.com/beer/profile/1484/3944/ 
5562,Mississippi Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/5443/16236/,https://www.beeradvocate.com/beer/profile/5443/16236/ 
5563,Griffon Extra Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/194/2705/,https://www.beeradvocate.com/beer/profile/194/2705/ 
5564,Good Old Potosi,American Blonde Ale,https://www.beeradvocate.com/beer/profile/17157/47072/,https://www.beeradvocate.com/beer/profile/17157/47072/ 
5565,Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/24488/80895/,https://www.beeradvocate.com/beer/profile/24488/80895/ 
5566,Harpoon Sweet Spot,American Blonde Ale,https://www.beeradvocate.com/beer/profile/98/230387/,https://www.beeradvocate.com/beer/profile/98/230387/ 
5567,Blonde Cougar,American Blonde Ale,https://www.beeradvocate.com/beer/profile/22200/57111/,https://www.beeradvocate.com/beer/profile/22200/57111/ 
5568,Paienne,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1141/3567/,https://www.beeradvocate.com/beer/profile/1141/3567/ 
5569,Gold,American Blonde Ale,https://www.beeradvocate.com/beer/profile/3268/7673/,https://www.beeradvocate.com/beer/profile/3268/7673/ 
5570,Blonde Ambition,American Blonde Ale,https://www.beeradvocate.com/beer/profile/16859/61800/,https://www.beeradvocate.com/beer/profile/16859/61800/ 
5571,Half Full Bright Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/30239/90058/,https://www.beeradvocate.com/beer/profile/30239/90058/ 
5572,Rapscallion Premier,American Blonde Ale,https://www.beeradvocate.com/beer/profile/18639/3548/,https://www.beeradvocate.com/beer/profile/18639/3548/ 
5573,Cold Trail Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/12365/26325/,https://www.beeradvocate.com/beer/profile/12365/26325/ 
5574,Guilford Golden Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/9792/19183/,https://www.beeradvocate.com/beer/profile/9792/19183/ 
5575,Pineapple Beach,American Blonde Ale,https://www.beeradvocate.com/beer/profile/31805/265501/,https://www.beeradvocate.com/beer/profile/31805/265501/ 
5576,Farmer's Daughter,American Blonde Ale,https://www.beeradvocate.com/beer/profile/24055/74788/,https://www.beeradvocate.com/beer/profile/24055/74788/ 
5577,Revolver High Brass Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/30128/86332/,https://www.beeradvocate.com/beer/profile/30128/86332/ 
5578,Sol Drifter,American Blonde Ale,https://www.beeradvocate.com/beer/profile/31093/121826/,https://www.beeradvocate.com/beer/profile/31093/121826/ 
5579,Summer Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/29556/93264/,https://www.beeradvocate.com/beer/profile/29556/93264/ 
5580,Boréale Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/599/10334/,https://www.beeradvocate.com/beer/profile/599/10334/ 
5581,Nimbus Dirty Güera (Blonde) Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1103/3407/,https://www.beeradvocate.com/beer/profile/1103/3407/ 
5582,Homeport Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1397/13611/,https://www.beeradvocate.com/beer/profile/1397/13611/ 
5583,Honey Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/10541/36270/,https://www.beeradvocate.com/beer/profile/10541/36270/ 
5584,The Tradition,American Blonde Ale,https://www.beeradvocate.com/beer/profile/25327/95016/,https://www.beeradvocate.com/beer/profile/25327/95016/ 
5585,1st Street Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/24326/97720/,https://www.beeradvocate.com/beer/profile/24326/97720/ 
5586,Island Summer Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/12230/37900/,https://www.beeradvocate.com/beer/profile/12230/37900/ 
5587,Dirty Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/23052/93513/,https://www.beeradvocate.com/beer/profile/23052/93513/ 
5588,Grolsch Blond,American Blonde Ale,https://www.beeradvocate.com/beer/profile/506/2861/,https://www.beeradvocate.com/beer/profile/506/2861/ 
5589,Chaco Canyon Gold,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1880/5107/,https://www.beeradvocate.com/beer/profile/1880/5107/ 
5590,Bar Harbor Summer Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/378/31569/,https://www.beeradvocate.com/beer/profile/378/31569/ 
5591,Adnams Explorer,American Blonde Ale,https://www.beeradvocate.com/beer/profile/779/20121/,https://www.beeradvocate.com/beer/profile/779/20121/ 
5592,Sea Salt Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/20476/94855/,https://www.beeradvocate.com/beer/profile/20476/94855/ 
5593,Loon Golden Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1251/21955/,https://www.beeradvocate.com/beer/profile/1251/21955/ 
5594,Drop Dead Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/786/81153/,https://www.beeradvocate.com/beer/profile/786/81153/ 
5595,Jarl,American Blonde Ale,https://www.beeradvocate.com/beer/profile/3411/66992/,https://www.beeradvocate.com/beer/profile/3411/66992/ 
5596,GFB,American Blonde Ale,https://www.beeradvocate.com/beer/profile/2743/259854/,https://www.beeradvocate.com/beer/profile/2743/259854/ 
5597,Dr. Thirsty's No. 4 Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/160/105279/,https://www.beeradvocate.com/beer/profile/160/105279/ 
5598,Summer Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/20766/80908/,https://www.beeradvocate.com/beer/profile/20766/80908/ 
5599,Southern Gold,American Blonde Ale,https://www.beeradvocate.com/beer/profile/10990/42053/,https://www.beeradvocate.com/beer/profile/10990/42053/ 
5600,Foam Top Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/25959/70761/,https://www.beeradvocate.com/beer/profile/25959/70761/ 
5601,Killer Bees,American Blonde Ale,https://www.beeradvocate.com/beer/profile/24056/126078/,https://www.beeradvocate.com/beer/profile/24056/126078/ 
5602,5:00 O'Clock Afternoon Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/25958/72224/,https://www.beeradvocate.com/beer/profile/25958/72224/ 
5603,Snow Drop,American Blonde Ale,https://www.beeradvocate.com/beer/profile/23076/60454/,https://www.beeradvocate.com/beer/profile/23076/60454/ 
5604,Nickel Brook Cause & Effect,American Blonde Ale,https://www.beeradvocate.com/beer/profile/11023/131585/,https://www.beeradvocate.com/beer/profile/11023/131585/ 
5605,Celts Golden Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/870/3438/,https://www.beeradvocate.com/beer/profile/870/3438/ 
5606,One Buffalo,American Blonde Ale,https://www.beeradvocate.com/beer/profile/3818/183063/,https://www.beeradvocate.com/beer/profile/3818/183063/ 
5607,Texas Honey Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/29440/83579/,https://www.beeradvocate.com/beer/profile/29440/83579/ 
5608,Traktor,American Blonde Ale,https://www.beeradvocate.com/beer/profile/25937/87438/,https://www.beeradvocate.com/beer/profile/25937/87438/ 
5609,Strawberry Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/205/83119/,https://www.beeradvocate.com/beer/profile/205/83119/ 
5610,Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/423/163239/,https://www.beeradvocate.com/beer/profile/423/163239/ 
5611,Moosehead Pale Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/379/8123/,https://www.beeradvocate.com/beer/profile/379/8123/ 
5612,Rivertowne Babbling Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/16110/59458/,https://www.beeradvocate.com/beer/profile/16110/59458/ 
5613,Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/4614/31978/,https://www.beeradvocate.com/beer/profile/4614/31978/ 
5614,Golden Glory,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1306/4702/,https://www.beeradvocate.com/beer/profile/1306/4702/ 
5615,La Rubia,American Blonde Ale,https://www.beeradvocate.com/beer/profile/33003/102627/,https://www.beeradvocate.com/beer/profile/33003/102627/ 
5616,Green Can Gold Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/22783/58151/,https://www.beeradvocate.com/beer/profile/22783/58151/ 
5617,Glütiny Golden Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/192/199865/,https://www.beeradvocate.com/beer/profile/192/199865/ 
5618,Blonde Bombshell Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/1043/17527/,https://www.beeradvocate.com/beer/profile/1043/17527/ 
5619,Responders Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/20688/68312/,https://www.beeradvocate.com/beer/profile/20688/68312/ 
5620,Saranac Session Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/99/93166/,https://www.beeradvocate.com/beer/profile/99/93166/ 
5621,Finnegans Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/11239/79629/,https://www.beeradvocate.com/beer/profile/11239/79629/ 
5622,UFO Winter Blonde Vanilla Cold Brew Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/98/253734/,https://www.beeradvocate.com/beer/profile/98/253734/ 
5623,Railway City Iron Spike - Blond Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/17014/43084/,https://www.beeradvocate.com/beer/profile/17014/43084/ 
5624,Gold Digger Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/13837/34302/,https://www.beeradvocate.com/beer/profile/13837/34302/ 
5625,Long Ball Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/43/111662/,https://www.beeradvocate.com/beer/profile/43/111662/ 
5626,Golden Trout Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/4051/41819/,https://www.beeradvocate.com/beer/profile/4051/41819/ 
5627,Er Boquerón,American Blonde Ale,https://www.beeradvocate.com/beer/profile/30264/122678/,https://www.beeradvocate.com/beer/profile/30264/122678/ 
5628,Daphne,American Blonde Ale,https://www.beeradvocate.com/beer/profile/32931/104035/,https://www.beeradvocate.com/beer/profile/32931/104035/ 
5629,Narragansett Summertime Citra Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/213/224361/,https://www.beeradvocate.com/beer/profile/213/224361/ 
5630,Phat Chance Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/598/67235/,https://www.beeradvocate.com/beer/profile/598/67235/ 
5631,Shady Blond,American Blonde Ale,https://www.beeradvocate.com/beer/profile/21872/73037/,https://www.beeradvocate.com/beer/profile/21872/73037/ 
5632,Tread Lightly Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/22844/58502/,https://www.beeradvocate.com/beer/profile/22844/58502/ 
5633,10 Point Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/37622/146969/,https://www.beeradvocate.com/beer/profile/37622/146969/ 
5634,Central State Table,American Blonde Ale,https://www.beeradvocate.com/beer/profile/41325/179771/,https://www.beeradvocate.com/beer/profile/41325/179771/ 
5635,High Road Everyday Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/29442/94688/,https://www.beeradvocate.com/beer/profile/29442/94688/ 
5636,Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/12375/27107/,https://www.beeradvocate.com/beer/profile/12375/27107/ 
5637,Safe Harbor American Blonde Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/27196/75190/,https://www.beeradvocate.com/beer/profile/27196/75190/ 
5638,Monteith's Summer Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/627/9274/,https://www.beeradvocate.com/beer/profile/627/9274/ 
5639,American Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/27947/98139/,https://www.beeradvocate.com/beer/profile/27947/98139/ 
5640,Golden,American Blonde Ale,https://www.beeradvocate.com/beer/profile/29952/101730/,https://www.beeradvocate.com/beer/profile/29952/101730/ 
5641,This Season's Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/18130/66168/,https://www.beeradvocate.com/beer/profile/18130/66168/ 
5642,Barrio Tucson Blonde,American Blonde Ale,https://www.beeradvocate.com/beer/profile/16813/59501/,https://www.beeradvocate.com/beer/profile/16813/59501/ 
5643,Número Uno,American Blonde Ale,https://www.beeradvocate.com/beer/profile/68/170112/,https://www.beeradvocate.com/beer/profile/68/170112/ 
5644,Stay Classy Light Session Ale,American Blonde Ale,https://www.beeradvocate.com/beer/profile/28820/108439/,https://www.beeradvocate.com/beer/profile/28820/108439/ 
